Full Name,Win Rate,Total Fight,Win,Lose,Draw,Height,Weight,Reach,STANCE,DOB,SLpM,Str Acc,SApM,Str Def,TD Avg,TD Acc,TD Def,Sub. Avg
Jean Francois Lenogue,0.444444444,36,16,17,3,"6' 0""",185 lbs.,--,Orthodox,"Nov 29, 1972",1.13,0.34,0.27,0.60,0.00,0.00,0.33,0
Corinne Laframboise,0.666666667,12,8,4,0,--,125 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Valmir Lazaro,0.75,20,15,5,0,"6' 0""",155 lbs.,"73""",Orthodox,"Aug 15, 1985",4.87,0.37,4.09,0.61,1.33,0.40,0.96,0
Ricardo Lamas,0.714285714,28,20,8,0,"5' 8""",145 lbs.,"71""",Orthodox,"May 21, 1982",3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9
ChangHo Lee,0.9,10,9,1,0,"5' 8""",135 lbs.,"69""",Orthodox,"May 09, 1994",4.3,0.69,1.03,0.47,4.30,0.35,0.25,0
Nate Loughran,0.846153846,13,11,2,0,"6' 2""",185 lbs.,--,Orthodox,"Jul 28, 1980",1.81,0.40,4.11,0.59,0.00,0.00,0.00,2.1
Chris Lytle,0.574074074,54,31,18,5,"5' 11""",170 lbs.,"68""",Orthodox,"Aug 18, 1974",3.76,0.45,3.03,0.58,0.70,0.55,0.55,2.4
Todd Lally,0.666666667,3,2,1,0,"5' 7""",145 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Josh LaBerge,0.647058824,17,11,6,0,"5' 10""",145 lbs.,--,,--,2.53,0.36,5.33,0.44,0.00,0.00,0.71,0
Imani Lee,0.333333333,6,2,4,0,--,--,--,Orthodox,--,0,0.00,0.94,0.33,0.00,0.00,0.00,0
Andre Lima,1,8,8,0,0,"5' 7""",125 lbs.,"67""",Orthodox,"Feb 04, 1999",3.98,0.60,2.67,0.60,1.31,0.66,0.61,1.3
Loma Lookboonmee,0.75,12,9,3,0,"5' 1""",115 lbs.,"61""",Orthodox,"Jan 18, 1996",4.1,0.57,2.48,0.53,1.90,0.50,0.72,0.1
Rocky Long,0.355932203,59,21,37,1,--,145 lbs.,--,,"Feb 18, 1978",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Ryan LaFlare,0.823529412,17,14,3,0,"6' 1""",170 lbs.,"74""",Southpaw,"Oct 01, 1983",2.89,0.40,1.86,0.63,2.13,0.44,0.58,0.2
Ange Loosa,0.769230769,13,10,3,0 (1 NC),"5' 10""",170 lbs.,"74""",Orthodox,"Mar 18, 1993",6.09,0.46,6.67,0.52,2.05,0.42,0.90,0.2
Lorenz Larkin,0.75,24,18,6,0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Sep 03, 1986",3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1
Thales Leites,0.756756757,37,28,9,0,"6' 1""",185 lbs.,"78""",Orthodox,"Sep 06, 1981",2.13,0.40,2.99,0.52,2.10,0.27,0.30,1.1
Cung Le,0.75,12,9,3,0,"5' 9""",185 lbs.,"70""",Southpaw,"May 25, 1972",4.36,0.48,2.98,0.66,1.37,0.71,0.88,0.3
Lu Zhengyong,0.631578947,19,12,7,0,--,125 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Justin Levens,0.588235294,17,10,7,0,"5' 11""",185 lbs.,--,Orthodox,"Apr 18, 1980",1.24,0.47,3.15,0.37,1.69,0.50,0.33,5.1
Lukasz Les,0.727272727,11,8,3,0,--,170 lbs.,--,,"Nov 05, 1981",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Dylan Lockard,0.75,8,6,2,0,"5' 9""",145 lbs.,"72""",Orthodox,"May 19, 1992",1.31,0.53,3.31,0.52,2.31,0.40,0.28,1.2
Brandon Lewis,0.75,8,6,2,0,"5' 4""",135 lbs.,"70""",Orthodox,"Aug 02, 1997",2.17,0.29,3.63,0.53,1.00,0.15,0.20,0
Sandra Lavado,0.769230769,13,10,3,0,"5' 7""",115 lbs.,"66""",Orthodox,"May 03, 1994",0.87,0.37,2.67,0.34,0.00,0.00,0.33,0
Kimo Leopoldo,0.555555556,18,10,7,1,"6' 3""",235 lbs.,--,Orthodox,"Jan 05, 1968",0.76,0.83,2.12,0.30,4.55,1.00,0.00,2.3
Jess Liaudin,0.64516129,31,20,11,0,"5' 9""",170 lbs.,"72""",Orthodox,--,2.46,0.51,2.76,0.41,3.28,0.53,0.30,1.6
Matt Lindland,0.709677419,31,22,9,0,"6' 0""",185 lbs.,"74""",Southpaw,"May 17, 1970",2.62,0.50,1.56,0.52,3.01,0.48,0.60,1.3
Nate Landwehr,0.782608696,23,18,5,0,"5' 9""",145 lbs.,"72""",Orthodox,"Jun 06, 1988",6.25,0.46,5.75,0.55,1.00,0.41,0.86,1
Bruno Lopes,0.916666667,12,11,1,0,"6' 2""",205 lbs.,"75""",Orthodox,"Apr 24, 1993",5.29,0.35,8.46,0.53,0.00,0.00,0.00,0
Jesse Lennox,0.777777778,18,14,4,0,"5' 9""",170 lbs.,"72""",Orthodox,"Mar 10, 1982",2.69,0.32,3.20,0.64,1.22,0.66,0.63,0.3
David Loiseau,0.676470588,34,23,11,0,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 17, 1979",1.59,0.44,3.64,0.43,0.43,0.42,0.36,0.1
Joe Lowry,0.818181818,11,9,2,0,"5' 11""",155 lbs.,"73""",Orthodox,"Dec 12, 1989",3.97,0.34,4.25,0.63,0.00,0.00,0.00,0
Tina Lahdemaki,0.833333333,6,5,1,0,"5' 2""",115 lbs.,--,Orthodox,"May 28, 1988",1.93,0.20,4.67,0.57,0.00,0.00,0.16,0
Christophe Leninger,0.428571429,7,3,4,0,"6' 0""",200 lbs.,--,Southpaw,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Jeremy Lang,0.913043478,23,21,2,0,"5' 11""",205 lbs.,--,Southpaw,"May 11, 1975",1.13,0.50,1.41,0.42,4.22,0.60,0.00,4.2
Zach Light,0.45,20,9,11,0,"5' 8""",170 lbs.,--,Orthodox,"Feb 06, 1974",0.81,0.33,1.90,0.48,1.36,1.00,0.00,0
Caolan Loughran,0.9,10,9,1,0,"5' 6""",135 lbs.,"68""",Orthodox,"May 18, 1996",6.27,0.47,5.73,0.56,2.50,0.33,0.00,0
Aspen Ladd,0.75,12,9,3,0,"5' 6""",135 lbs.,"66""",Orthodox,"Mar 01, 1995",3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6
Michael Lerma,0,1,0,1,0,--,--,--,,--,0,0.00,6.47,0.45,0.00,0.00,0.00,0
Rashard Lovelace,0.8,5,4,1,0,--,155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
John Lineker,0.775,40,31,9,0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.36,0.40,4.27,0.56,0.56,0.58,0.67,0.6
Justin Lawrence,0.714285714,14,10,4,0,"5' 8""",145 lbs.,"67""",Orthodox,"May 15, 1990",3.84,0.35,2.83,0.67,0.72,0.28,0.73,0
Mounir Lazzez,0.785714286,14,11,3,0,"6' 1""",170 lbs.,"76""",Orthodox,"Nov 16, 1987",7.49,0.55,5.42,0.53,1.80,0.57,0.71,0
Tommy Lee,0.806451613,31,25,6,0 (1 NC),"5' 7""",145 lbs.,--,Orthodox,"Jan 20, 1977",0,0.00,0.30,0.75,4.57,0.33,0.00,0
Jimmy Lawson,0.666666667,6,4,2,0,"6' 0""",265 lbs.,"77""",Orthodox,"Nov 13, 1991",0.07,0.08,1.60,0.44,0.00,0.00,0.00,0
Duane Ludwig,0.6,35,21,14,0,"5' 10""",170 lbs.,"70""",Orthodox,"Aug 04, 1978",4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1
Adam Lynn,0.62962963,27,17,10,0 (1 NC),"5' 10""",155 lbs.,--,Orthodox,--,1.47,0.63,6.95,0.10,0.00,0.00,0.50,0
Leah Letson,0.625,8,5,3,0,"5' 7""",145 lbs.,"71""",Southpaw,"Aug 21, 1992",3.06,0.41,3.84,0.52,0.51,0.50,0.76,0
Christopher Lopez,0.9,10,9,1,0 (1 NC),"5' 10""",170 lbs.,--,,"Jan 30, 1986",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Vicente Luque,0.666666667,33,22,10,1,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",5.07,0.52,5.21,0.52,1.00,0.53,0.62,0.6
Mike Lullo,0.727272727,11,8,3,0,"5' 8""",145 lbs.,--,Orthodox,"Jul 24, 1979",2.48,0.36,4.84,0.40,1.18,0.11,0.00,0.6
Giacomo Lemos,1,6,6,0,0,"6' 3""",247 lbs.,"75""",Orthodox,"Jun 23, 1989",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Christian Lohsen,0.666666667,6,4,2,0,"6' 2""",155 lbs.,"77""",Southpaw,"Jan 24, 1995",5.27,0.49,6.93,0.44,0.00,0.00,0.00,2
Tateki Matsuda,0.619047619,21,13,8,0,"5' 7""",125 lbs.,--,Orthodox,"Feb 27, 1986",3.2,0.34,3.43,0.69,0.00,0.00,0.16,0
Aaron Miller,0.583333333,24,14,10,0 (1 NC),"5' 9""",145 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Jamie Moyle,0.571428571,7,4,3,0,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",4.51,0.51,4.00,0.65,1.00,0.21,0.50,0
Troy Mandaloniz,0.6,5,3,2,0,"5' 9""",170 lbs.,--,Orthodox,"Feb 01, 1980",3.52,0.56,4.71,0.63,3.10,0.66,0.57,0
Jesse Murray,0.666666667,12,8,4,0,"6' 3""",205 lbs.,"78""",Orthodox,"Jan 26, 1993",2.38,0.28,7.72,0.43,0.00,0.00,0.00,0
Rashid Magomedov,0.909090909,22,20,2,0,"5' 9""",155 lbs.,"70""",Orthodox,"Nov 29, 1984",4.4,0.49,3.05,0.54,0.67,0.57,0.89,0.2
Dan Manasoiu,#DIV/0!,0,0,0,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Fazlo Mulabitinovic,0.666666667,6,4,2,0,--,135 lbs.,--,,--,0.54,0.16,0.00,1.00,0.00,0.00,0.00,8
Melvin Manhoef,0.681818182,44,30,14,1 (2 NC),"5' 9""",185 lbs.,--,Orthodox,"May 11, 1976",3.52,0.48,2.64,0.51,0.33,0.25,0.78,0
CJ Marsh,0.416666667,12,5,7,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Ilima Macfarlane,1,6,6,0,0,"5' 4""",125 lbs.,--,,--,4.13,0.43,2.93,0.65,0.00,0.00,0.50,1
Eric Magana,0.5,2,1,1,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Danny Martinez,0.724137931,29,21,8,0,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",2.73,0.28,3.77,0.63,3.00,0.45,0.36,0
Hidetaka Monma,0.545454545,33,18,11,4,"6' 0""",168 lbs.,--,Orthodox,"Oct 23, 1973",1.67,0.25,9.76,0.34,0.00,0.00,0.00,0
Christian Morecraft,0.727272727,11,8,3,0,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",2.82,0.34,2.46,0.46,3.26,0.66,0.50,2.2
Charles McTorry,1,3,3,0,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Thiago Moises,0.72,25,18,7,0,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",2.47,0.40,4.19,0.55,1.64,0.44,0.56,1.3
Brad Morris,0.625,16,10,6,0,"6' 2""",205 lbs.,--,Orthodox,"Nov 01, 1979",0.5,0.62,6.95,0.27,0.00,0.00,0.00,0
Anistavio Medeiros,0.655172414,29,19,10,0,"5' 6""",145 lbs.,--,Orthodox,"May 01, 1988",3.64,0.44,5.00,0.47,0.00,0.00,0.00,0
Antonio Mendes,0.580645161,31,18,13,0,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",1.34,0.47,6.85,0.22,2.51,0.50,1.00,0
Levan Makashvili,0.833333333,18,15,2,1,"5' 8""",145 lbs.,"68""",Orthodox,"Jan 07, 1989",2.87,0.54,2.07,0.61,3.67,0.42,0.85,0
Max Martyniouk,0.5,2,1,1,0,--,155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Nicco Montano,0.625,8,5,3,0,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988",5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4
Chris Mickle,0.588235294,51,30,21,2 (1 NC),"5' 9""",145 lbs.,--,Orthodox,"Jul 10, 1983",3.03,0.27,9.70,0.48,0.00,0.00,0.00,0
Alexander Munoz,0.777777778,9,7,2,0,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990",3.7,0.42,4.73,0.55,3.00,0.40,1.00,0
Anthony Rocco Martin,0.739130435,23,17,6,0,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",2.68,0.37,2.59,0.58,0.71,0.27,0.68,1
Jose Medina,0.785714286,14,11,3,0,"6' 0""",205 lbs.,"74""",Orthodox,"May 17, 1991",1.6,0.26,4.87,0.53,0.00,0.00,0.14,0
Ryan MacDonald,0.833333333,12,10,2,0,"5' 11""",135 lbs.,"71""",Switch,"Mar 18, 1993",2.28,0.29,6.49,0.45,0.00,0.00,0.00,0
Vince Morales,0.611111111,18,11,7,0,"5' 9""",135 lbs.,"70""",Orthodox,"Nov 12, 1990",4.17,0.37,4.24,0.53,0.14,0.25,0.64,0
David Marshall,0.666666667,12,8,4,0,"6' 2""",170 lbs.,--,,"Aug 24, 1984",0,0.00,0.00,0.00,0.00,0.00,0.00,0
Henry Martinez,0.692307692,13,9,4,0,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",2.79,0.25,4.01,0.60,0.00,0.00,0.80,0
Sara McMann,0.684210526,19,13,6,0,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",2.26,0.46,1.92,0.47,4.38,0.65,0.50,0.5
Pat Miletich,0.763157895,38,29,7,2,"5' 10""",170 lbs.,--,Orthodox,"Mar 09, 1968",1.79,0.45,1.66,0.63,1.96,1.00,0.54,1
Dan Moret,0.684210526,19,13,6,0,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986",2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4
Klayton Mai,0.727272727,11,8,3,0,"5' 9""",125 lbs.,--,,"Nov 30, 1986",1.53,0.42,1.02,0.63,3.83,1.00,0.00,7.7
Samandar Murodov,1,8,8,0,0,"6' 1""",170 lbs.,"75""",Orthodox,"Aug 28, 1999",3.41,0.80,0.80,0.00,3.01,1.00,0.00,3
Sheymon Moraes,0.733333333,15,11,4,0,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",3,0.42,3.64,0.63,0.00,0.00,0.53,0
Brandon Melendez,0.5,50,25,25,0,"5' 11""",155 lbs.,--,Southpaw,"Mar 24, 1983",0.84,0.26,0.56,0.63,0.00,0.00,0.25,0
Fabio Mello,0.578947368,19,11,8,0,"5' 5""",155 lbs.,--,Southpaw,--,0.86,0.35,3.94,0.50,0.00,0.00,0.00,0
Terrance McKinney,0.714285714,21,15,6,0,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",4.46,0.52,2.51,0.44,3.52,0.36,0.85,1
Dustin Moore,0,2,0,2,0,"5' 4""",125 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Michael McBride,0.727272727,11,8,3,0,"6' 1""",155 lbs.,--,Orthodox,"Mar 09, 1986",4.08,0.48,5.85,0.40,1.85,0.42,0.30,1.2
Jonathan Meunier,0.888888889,9,8,1,0,"6' 3""",170 lbs.,--,Switch,"Aug 04, 1987",3.47,0.50,1.43,0.69,0.58,0.33,0.58,0
Rob McCullough,0.703703704,27,19,8,0,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977",2.47,0.36,2.84,0.59,0.46,1.00,0.68,0
Lauren Mueller,0.625,8,5,3,0,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",4.08,0.41,3.77,0.58,0.70,0.50,0.71,0
Marlon Moraes,0.676470588,34,23,10,1,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",3.37,0.40,4.53,0.54,0.87,0.41,0.46,0.3
Charles McCarthy,0.666666667,15,10,5,0,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",0.18,0.12,4.03,0.56,2.67,0.60,0.00,2.7
Brad Mitchell,0.666666667,6,4,2,0 (1 NC),"5' 11""",145 lbs.,--,,"Oct 10, 1974",1.15,0.33,4.20,0.52,0.00,0.00,1.00,1.9
Molly McCann,0.7,20,14,6,0,"5' 4""",115 lbs.,"62""",Orthodox,"May 04, 1990",5.79,0.49,4.94,0.63,1.82,0.38,0.43,0.6
Carl Malenko,0.6,10,6,4,0,"5' 11""",200 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Michal Martinek,0.875,8,7,1,0,"6' 2""",230 lbs.,--,Southpaw,"Apr 19, 1990",2.45,0.53,4.29,0.51,0.00,0.00,0.00,0
Juan Miranda,0.583333333,12,7,5,0,--,155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Mana Martinez,0.714285714,14,10,4,0,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",4.33,0.48,4.94,0.50,0.72,0.42,0.25,0.5
Todd Medina,0.55,20,11,9,0 (1 NC),"5' 10""",193 lbs.,--,Southpaw,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Jose Maria,0.840909091,44,37,7,0 (2 NC),"5' 5""",125 lbs.,--,Orthodox,"Jan 04, 1982",3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3
Steve Mann,0.705882353,17,12,5,0,"6' 1""",170 lbs.,--,,--,3.18,0.70,0.66,0.57,1.64,1.00,0.60,0
William Macario,0.75,12,9,3,0,"5' 11""",170 lbs.,"75""",Orthodox,"Jul 01, 1991",4.92,0.54,3.96,0.65,1.85,0.45,0.78,0
Alex Morono,0.727272727,33,24,9,0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",4.87,0.40,4.16,0.58,0.32,0.22,0.55,0.4
Elaina Maxwell,0.636363636,11,7,4,0,"5' 8""",145 lbs.,--,Orthodox,"Dec 16, 1978",2.07,0.60,2.40,0.53,0.00,0.00,0.50,1
Conor McGregor,0.785714286,28,22,6,0,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",5.32,0.49,4.66,0.54,0.67,0.55,0.66,0.1
Damir Mirenic,0.692307692,13,9,4,0,"6' 0""",185 lbs.,--,Orthodox,"Aug 02, 1974",0.84,0.50,9.86,0.35,0.00,0.00,0.00,0
Toby Misech,0.642857143,14,9,5,0,"5' 8""",145 lbs.,--,Southpaw,"Mar 07, 1988",3.27,0.40,7.73,0.46,0.00,0.00,0.00,0
James Moontasri,0.642857143,14,9,5,0,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",2.39,0.48,3.86,0.40,0.00,0.00,0.79,0.2
Brooke Mayo,0,1,0,1,0,"5' 7""",125 lbs.,--,,--,1.92,0.34,3.20,0.63,3.20,0.60,0.00,2.1
Jim Miller,0.672727273,55,37,18,0 (1 NC),"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",2.99,0.42,3.50,0.56,1.53,0.44,0.47,1.7
Dylan Mantello,0.7,10,7,3,0,"6' 1""",155 lbs.,"73""",Orthodox,"Nov 19, 1992",5.93,0.56,9.42,0.53,0.00,0.00,0.00,0
Gray Maynard,0.65,20,13,7,1 (1 NC),"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",1.92,0.32,2.64,0.66,2.91,0.47,0.81,0.7
Marnic Mann,0.75,8,6,2,0,"5' 0""",115 lbs.,"64""",Southpaw,"Mar 05, 1993",1.1,0.42,4.93,0.31,1.83,0.30,0.16,0
Kazuma Maruyama,0.611111111,18,11,7,0,"5' 11""",155 lbs.,"72""",Orthodox,"Jul 19, 1992",3.83,0.41,2.23,0.53,4.79,0.33,1.00,0
Michael Morales,1,16,16,0,0,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999",5.28,0.46,3.60,0.52,1.24,0.41,0.91,0
Max Mustaki,0.666666667,9,6,3,0,"6' 0""",155 lbs.,--,Orthodox,"Nov 07, 1987",8.2,0.50,13.00,0.45,0.00,0.00,0.00,0
Eduarda Moura,1,10,10,0,0,"5' 6""",115 lbs.,"66""",Orthodox,"Feb 28, 1994",5.61,0.67,0.45,0.80,5.34,1.00,0.00,1.3
Todd Moore,0.695652174,23,16,7,0,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983",1.83,0.26,2.30,0.57,0.78,0.14,0.54,0
Ho Bae Myeon,0.684210526,19,13,5,1,"5' 11""",168 lbs.,--,Orthodox,--,3.16,0.16,3.16,0.83,0.00,0.00,0.00,0
Ryan McGillivray,0.923076923,13,12,0,1,"5' 11""",170 lbs.,--,,"Sep 27, 1986",1.27,0.20,2.20,0.52,0.00,0.00,0.44,0
Roxanne Modafferi,0.543478261,46,25,21,0,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",3.35,0.30,5.70,0.51,1.35,0.23,0.30,0.1
Ryuichi Murata,0.666666667,12,8,3,1,"5' 8""",183 lbs.,--,Orthodox,--,0.84,0.36,1.89,0.50,4.74,0.50,1.00,3.2
Nate Maness,0.833333333,18,15,3,0,"5' 10""",125 lbs.,"72""",Orthodox,"Jun 27, 1991",2.33,0.48,4.29,0.40,0.87,0.75,0.78,0.3
Jeremy Malaterre,0.666666667,6,4,2,0,"5' 11""",155 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Billy Miles,0.5,4,2,2,0,"5' 10""",170 lbs.,--,Orthodox,"Apr 28, 1978",0,0.00,1.25,0.33,0.00,0.00,0.00,0
Robert McDaniel,0.736842105,38,28,10,0,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983",1.64,0.44,1.98,0.56,0.93,0.50,0.50,1.4
Christina Marks,0.470588235,17,8,9,0,"5' 7""",125 lbs.,"69""",Orthodox,"Nov 08, 1985",5,0.58,3.00,0.64,7.50,1.00,0.00,0
Jack Marshman,0.696969697,33,23,10,0,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",2.74,0.25,4.19,0.56,0.00,0.00,0.20,0
Eddy Millis,0,2,0,2,0,"6' 1""",185 lbs.,--,,--,0,0.00,3.36,0.22,0.00,0.00,0.00,7.2
Naoki Matsushita,0.307692308,39,12,16,11,"5' 6""",155 lbs.,--,Orthodox,--,3.3,0.32,2.20,0.63,1.50,1.00,0.00,0
Julian Marquez,0.692307692,13,9,4,0,"6' 2""",185 lbs.,"72""",Orthodox,"May 08, 1990",4.86,0.44,4.99,0.51,0.00,0.00,0.53,2.6
Bojan Mihajlovic,0.625,16,10,6,0,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",1.23,0.35,5.95,0.47,0.00,0.00,0.33,0
Pawan Maan,0.636363636,11,7,3,1,"5' 7""",155 lbs.,"70""",Orthodox,"Apr 06, 1986",0.89,0.44,2.98,0.43,0.00,0.00,0.00,0
Jake Matthews,0.730769231,26,19,7,0,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",3.3,0.45,2.56,0.60,1.59,0.40,0.62,0.6
Azamat Murzakanov,1,13,13,0,0,"5' 10""",205 lbs.,"71""",Southpaw,"Apr 12, 1989",4.57,0.57,3.12,0.57,0.75,0.16,0.83,0
Jack McGlaughlin,0.2,5,1,4,0,--,--,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Tiffany Masters,0.666666667,3,2,1,0,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994",3.53,0.62,2.58,0.50,3.06,0.60,0.00,0
Jason Medina,0.567567568,37,21,15,1,"5' 9""",180 lbs.,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Brandon Moreno,0.677419355,31,21,8,2,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",3.87,0.44,3.63,0.59,1.74,0.46,0.63,0.5
Erick Montano,0.583333333,12,7,5,0,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",2.79,0.44,2.06,0.64,2.29,0.36,0.66,0
Nick Meregali,#DIV/0!,0,0,0,0,--,--,--,,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Kaline Medeiros,0.615384615,13,8,5,0,"5' 3""",115 lbs.,--,,--,2.06,0.70,0.29,0.83,4.41,1.00,0.00,4.4
Uros Medic,0.818181818,11,9,2,0,"6' 1""",170 lbs.,"71""",Southpaw,"Apr 25, 1993",5.64,0.60,3.18,0.58,0.40,1.00,0.46,0
David Michaud,0.785714286,14,11,3,0,"5' 9""",155 lbs.,--,Orthodox,"Nov 10, 1988",3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7
Scott Morris,0.666666667,3,2,1,0,"5' 10""",210 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Augusto Montano,0.833333333,18,15,3,0,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",3.46,0.46,2.66,0.56,0.00,0.00,0.66,0
Jonathan Martinez,0.826086957,23,19,4,0,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",4.64,0.50,3.76,0.58,0.44,0.41,0.69,0.1
Connor Matthews,0.777777778,9,7,2,0,"5' 8""",145 lbs.,"71""",Switch,"May 31, 1992",5.3,0.44,6.19,0.56,2.97,0.53,0.50,0.7
Kris Moutinho,0.6,15,9,6,0,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992",4.86,0.32,15.48,0.28,0.00,0.00,0.00,0
Danny Mitchell,0.655172414,29,19,9,1,"6' 2""",170 lbs.,--,Orthodox,"Aug 08, 1986",2.53,0.49,2.53,0.52,0.00,0.00,1.00,3
Magomed Mustafaev,0.777777778,18,14,4,0,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",2.59,0.58,2.68,0.41,3.31,0.50,0.23,0.4
Mike Massenzio,0.590909091,22,13,9,0,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",2.08,0.45,3.59,0.54,2.74,0.24,0.50,1.4
Henry Miller,0.272727273,22,6,16,0 (1 NC),"5' 7""",270 lbs.,--,Southpaw,"Jul 16, 1969",1.25,0.36,2.16,0.54,0.55,0.25,0.60,0
Sammy Morgan,0.6,30,18,12,0,"5' 10""",170 lbs.,--,Orthodox,"Sep 28, 1981",1.05,0.22,3.74,0.40,1.43,0.20,0.00,0.5
Joe Merritt,0.777777778,9,7,2,0,"6' 0""",170 lbs.,--,Orthodox,"Mar 07, 1984",1.53,0.58,0.73,0.66,0.00,0.00,0.68,0
Jacob Malkoun,0.727272727,11,8,3,0,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 26, 1995",3.86,0.56,2.48,0.52,6.62,0.42,0.20,0.4
Joe Moreira,0.5,4,2,2,0,"5' 11""",195 lbs.,--,Southpaw,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
Bill Mahood,0.740740741,27,20,7,1 (1 NC),"6' 3""",200 lbs.,--,Orthodox,"Feb 01, 1967",1.54,0.85,3.59,0.17,0.00,0.00,0.00,3.9
Rudyard Moncayo,0,3,0,3,0,"5' 10""",195 lbs.,--,Orthodox,--,0,0.00,0.00,0.00,0.00,0.00,0.00,0
